"TOA5","WeatherSE","CR1000","16316","CR1000.Std.15","CPU:WeatherSE051510.CR1","4859","DayAvg"
"TIMESTAMP","RECORD","AirTC_Avg","AirTC_Max","AirTC_Min","RH1_Avg","RH1_Max","RH1_Min","WindSpd_Avg","WindSpd_Max","WindSpd_Min","WindDir_Avg","RAIN_Tot"
"2010-08-06 00:00:00",28,25.71,31.13,20.5,74.76,97.8,51.27,2.285,7.52,0.04,300.9,0
"2010-08-07 00:00:00",29,22.09,28.19,16.3,72.36,95.9,41.92,1.381,5.03,0,252.1,0
"2010-08-08 00:00:00",30,22.31,28.78,14.73,77.66,96.8,49.52,1.296,4.59,0.01,186,0
"2010-08-09 00:00:00",31,24.66,31.67,16.09,77.09,96.3,50.9,2.021,6.41,0.3,198.5,0
"2010-08-10 00:00:00",32,27.08,33.67,20.4,82.8,95.1,65.12,1.558,4.74,0,192.3,2
"2010-08-11 00:00:00",33,27.08,34.01,23.3,84.2,96.9,59.54,1.783,12.53,0.01,153.5,24
"2010-08-12 00:00:00",34,27.45,33.94,22.81,79.42,96.4,51.58,1.507,6.21,0,206,0
"2010-08-13 00:00:00",35,27.31,33.15,22.57,81.1,96.2,53.55,1.425,4.7,0.11,65.57,0
"2010-08-14 00:00:00",36,26.91,33.73,21.59,82.3,97.2,50.51,1.846,8.26,0.03,149.9,24
"2010-08-15 00:00:00",37,25.88,31.84,21.46,85.1,97.2,57.32,1.636,14.65,0.04,200.7,23
"2010-08-16 00:00:00",38,26.24,32.56,20.72,74.73,96.9,47.93,2.09,6.77,0.09,284.8,0
"2010-08-17 00:00:00",39,22.96,28.92,16.6,62.18,93.7,35.63,2.099,7.7,0.06,283.8,0
"2010-08-18 00:00:00",40,21.59,27.11,16.52,78.07,95.4,46.12,1.5,6.25,0.01,176.6,0
"2010-08-19 00:00:00",41,23.29,29.6,17.9,75.29,92.2,47.5,2.125,6.09,0.23,77.88,0
"2010-08-20 00:00:00",42,24.85,32.02,16.98,76.79,96.4,48.89,1.341,3.99,0.03,158.4,0
"2010-08-21 00:00:00",43,26.49,32.72,21.12,72.58,94.9,51.66,2.757,8.1,0.04,183.8,44
"2010-08-22 00:00:00",44,24.08,29.84,20.44,86.1,96.8,66.58,2.369,7.24,0.1,260.7,36
"2010-08-23 00:00:00",45,24.61,30.7,17.05,78.36,96.4,47.73,2.349,6.38,0.21,75.28,0
"2010-08-24 00:00:00",46,22.46,29.75,16.87,80.5,96.9,49.45,1.749,5.82,0.18,56.26,0
"2010-08-25 00:00:00",47,22.34,30.1,17.1,80.6,97.4,47.72,1.388,5.64,0.04,102.1,0
"2010-08-26 00:00:00",48,22.07,28.18,16.61,60.46,91.5,30.52,2.871,8.06,0.46,233,0
"2010-08-27 00:00:00",49,19.28,26.47,12.8,69.2,92.9,39.31,1.359,4.29,0,102,0
"2010-08-28 00:00:00",50,20.23,29.75,11.41,65.79,95.3,32.54,1.248,4.8,0.03,122,0
"2010-08-29 00:00:00",51,22.59,31.05,11.94,66.3,93.1,29.21,1.938,6.54,0.2,125.1,0
"2010-08-30 00:00:00",52,26.32,32.7,20.08,69.44,90.5,44.18,2.824,9.6,0.54,176.7,0
"2010-08-31 00:00:00",53,23.35,29.04,18.19,85.9,95,65.77,2.659,11.48,0.36,165.9,42
"2010-09-01 00:00:00",54,25.14,31.86,19.67,80.1,96.5,55.8,2.814,8.27,0.45,185.8,0
"2010-09-02 00:00:00",55,22.42,26.31,21.14,91.1,97.6,77.13,2.071,7.78,0,198.5,4
"2010-09-03 00:00:00",56,23.27,29.36,19.85,89.2,97.8,66.82,2.977,10.98,0.01,208.9,133
"2010-09-04 00:00:00",57,18.68,23.82,12.64,72.29,96.8,39.59,3.875,12.12,0.54,286.1,10
"2010-09-05 00:00:00",58,15.19,22.43,9.54,72.4,95.7,35.72,2.304,10.18,0.12,275.8,0
"2010-09-06 00:00:00",59,17.24,25.14,8.1,69.8,96.4,39.45,2.012,7.66,0.04,177.6,0
"2010-09-07 00:00:00",60,21.23,30.06,12.7,61.95,93.7,28.43,3.409,12.25,0.13,175.7,0
"2010-09-08 00:00:00",61,20.78,26.75,11.67,59.88,89.6,28.52,3.51,12.98,0.16,253.3,0
"2010-09-09 00:00:00",62,17.77,26.18,8.4,63.17,94.8,32.88,1.749,6.31,0.05,251.5,0
"2010-09-10 00:00:00",63,17.05,25.36,9.47,67.34,94.5,33.55,1.782,6,0.01,78.9,0
"2010-09-11 00:00:00",64,18.21,21.98,12.95,70.78,88.5,49.03,2.679,8.05,0.33,122.9,0
"2010-09-12 00:00:00",65,19.86,25.84,14.04,79.96,97.1,53.07,2.434,9.82,0.02,245.9,21
"2010-09-13 00:00:00",66,19.89,29.11,11.19,65.19,95.3,29.65,2.059,8.99,0.41,270.4,0
"2010-09-14 00:00:00",67,22.09,31.4,13.25,62.14,91.8,32.49,2.439,9.62,0.02,241.3,0
"2010-09-15 00:00:00",68,20.52,29.3,14.89,65.67,90.7,39.8,1.593,5.07,0,92.5,0
"2010-09-16 00:00:00",69,21.29,30.11,12.48,69.45,94.3,37.26,2.018,6.66,0.01,136.7,9
"2010-09-17 00:00:00",70,19.76,24.6,12.56,77.98,92.3,56.93,3.571,11.76,0.23,220.8,0
"2010-09-18 00:00:00",71,17.08,26.2,8.69,71.97,96.6,35.06,1.255,4.97,0.01,133.8,0
"2010-09-19 00:00:00",72,20.15,28.63,10.52,78.08,95.6,54.51,1.9,8.09,0.02,161.1,0
"2010-09-20 00:00:00",73,19.95,26.88,15.28,83.8,95.9,60.68,1.598,7.5,0.01,113.9,4
"2010-09-21 00:00:00",74,23.69,32.04,17.13,70.49,88.9,44.48,1.662,6.72,0.08,150.5,0
"2010-09-22 00:00:00",75,25.52,34.28,17.75,62.21,92.8,25.33,2.994,10.46,0.08,209.4,0
"2010-09-23 00:00:00",76,20.56,25.78,17.5,87.6,96.9,62.29,1.351,6.91,0,162,77
"2010-09-24 00:00:00",77,25.12,33.21,18.27,67.33,94.6,37.55,3.729,13.57,0.56,195.1,0
"2010-09-25 00:00:00",78,20.41,25,11.55,73.43,93.5,46.95,3.988,11.66,0.4,249.4,4
"2010-09-26 00:00:00",79,14,23.46,7.842,78.49,96.9,41.11,2.209,8.92,0.12,176.1,17
"2010-09-27 00:00:00",80,12.59,16.92,8.97,78.77,95.6,55.42,3.31,8.51,0.39,58.71,1
"2010-09-28 00:00:00",81,12.66,20.72,7.014,73.88,95.4,43.16,2.011,7.25,0.03,122.8,0
"2010-09-29 00:00:00",82,14.73,24.27,5.804,69.05,96,32.97,1.404,6.29,0.04,218.3,0
"2010-09-30 00:00:00",83,16.27,25.75,7.237,65.16,89.2,35.92,1.382,5.88,0.07,172.3,0
"2010-10-01 00:00:00",84,17.74,25.68,10.49,63.57,94.3,29.06,3.356,11.71,0.3,146,0
"2010-10-02 00:00:00",85,15.08,23.95,8.33,67.38,96.4,30.35,1.365,7.82,0.04,245,0
"2010-10-03 00:00:00",86,11.62,16.32,6.53,76.71,95.7,50.89,4.049,11.34,0.24,137.2,21
"2010-10-04 00:00:00",87,9.76,17.52,5.763,67.98,91.3,37.96,3.447,9.12,0.7,76.48,0
"2010-10-05 00:00:00",88,9.5,17.55,2.459,66.04,93.2,32.03,2.062,7.74,0.26,91.7,0
"2010-10-06 00:00:00",89,11.14,21.21,1.296,62.37,96.1,20.65,1.367,5.58,0.02,266.8,0
"2010-10-07 00:00:00",90,15.37,25.14,5.511,60.92,88.8,27.59,2.423,7.63,0.26,272.8,0
"2010-10-08 00:00:00",91,16.96,26.11,10.31,57.72,90.2,18.31,1.845,6.36,0.07,258.6,0
"2010-10-09 00:00:00",92,15.85,27.48,4.804,55.91,91.5,17.89,1.524,5.69,0.11,233.1,0
"2010-10-10 00:00:00",93,19.09,30.96,7.822,61.33,87.6,30.28,1.512,5.09,0.16,238,0
"2010-10-11 00:00:00",94,19.58,30.62,10.23,60.66,93.9,27.33,1.48,7,0.05,229.9,0
"2010-10-12 00:00:00",95,19.95,29.25,12.68,55.7,84.7,27.73,1.496,7.7,0.02,242.5,0
"2010-10-13 00:00:00",96,18.59,26.96,10.85,64.24,89.1,35.49,1.312,4.86,0.02,194.6,0
"2010-10-14 00:00:00",97,13.81,18.47,9.29,78.29,95.8,50.35,2.511,8.5,0.1,248.4,32
"2010-10-15 00:00:00",98,12.43,20.48,2.954,52.8,89.1,23.37,2.742,9.5,0.32,272.9,0
"2010-10-16 00:00:00",99,12.63,19.23,4.592,59.09,93.3,34.55,2.739,8.32,0.07,213.2,0
"2010-10-17 00:00:00",100,12.4,22.14,2.672,63.25,96.2,28.57,2.186,9.49,0.17,219.9,0
"2010-10-18 00:00:00",101,14.21,23.37,7.438,58.25,85.7,23.48,2.051,6.32,0.08,88.4,0
"2010-10-19 00:00:00",102,10.73,16.44,4.188,59.25,87.8,27.59,2.498,7.54,0.4,67.84,0
"2010-10-20 00:00:00",103,10.12,19.32,2.015,63.92,93.5,29.11,1.339,8.1,0,235.7,0
"2010-10-21 00:00:00",104,12.61,21.88,2.005,54.61,85.1,25.47,3.582,10.92,0.55,244.7,0
"2010-10-22 00:00:00",105,10.27,16.92,1.862,55.04,84,27.95,2.22,7.49,0.12,292.1,0
"2010-10-23 00:00:00",106,10.88,20.47,-0.433,52.7,90.5,22.42,1.969,7.26,0.02,193.9,0
"2010-10-24 00:00:00",107,18.83,26.38,13.11,41.19,53.05,27.97,3.312,10.47,0.39,191.8,0
"2010-10-25 00:00:00",108,19.56,25.26,13.53,66.08,92.3,41.92,4.212,11.5,0.37,192.6,31
"2010-10-26 00:00:00",109,19.07,23.73,13.02,82.5,96,63.74,4.413,12.35,0.4,185.7,0
"2010-10-27 00:00:00",110,15.87,22.02,7.66,69.35,95.2,38.26,7.028,17.64,0.94,216,40
"2010-10-28 00:00:00",111,13.13,20.09,7.428,51.23,77,20.59,5.25,13.86,1.1,236.8,0
"2010-10-29 00:00:00",112,5.589,7.922,-1.688,71.17,92.9,61.83,3.786,9.93,0.46,287.3,0
"2010-10-30 00:00:00",113,3.154,11.84,-3.806,70.94,100,31.81,1.419,4.46,0,223.9,0
"2010-10-31 00:00:00",114,9.37,18.74,0.68,59.13,80.5,29.35,3.984,1000,0.63,239.2,0
"2010-11-01 00:00:00",115,8.06,13.42,3.541,64.43,90.3,34.29,3.632,9.34,0.77,52.94,0
"2010-11-02 00:00:00",116,6.493,14.38,0.386,65,90.4,35.28,2.774,7.87,0.78,58.89,0
"2010-11-03 00:00:00",117,4.395,11.13,-0.848,67.16,89.3,35.2,2.836,7.43,0.87,55.87,0
"2010-11-04 00:00:00",118,5.881,14.09,-2.65,67.05,93.4,30.23,1.915,6.74,0.03,205.6,0
"2010-11-05 00:00:00",119,7.039,12.54,4.248,73.42,89.6,47.37,4.041,11.17,0.54,306,4
"2010-11-06 00:00:00",120,2.488,6.51,-2.711,67.4,86.8,44.16,3.637,9.6,0.64,291.5,0
"2010-11-07 00:00:00",121,0.734,8.24,-7.213,63.23,91,34.14,1.378,4.49,0.06,209.1,0
"2010-11-08 00:00:00",122,7.087,18.31,-2.306,52.12,78.5,24.95,3.242,10.26,0.47,207.4,0
"2010-11-09 00:00:00",123,10.32,21.27,1.347,51.96,79.63,26.09,2.16,6.86,0.12,201.3,0
"2010-11-10 00:00:00",124,12.23,22.66,3.258,58.68,79.86,34.23,2.087,7.17,0.45,192,0
"2010-11-11 00:00:00",125,13.61,21.98,4.561,62.95,86.3,41.47,2.481,7.72,0.04,156.3,0
"2010-11-12 00:00:00",126,15,23.93,6.904,67.4,85.8,48.85,1.462,4.37,0.03,155,0
"2010-11-13 00:00:00",127,13.75,22.57,6.368,57.94,95.1,26.34,2.171,7.63,0.33,113.8,0
"2010-11-14 00:00:00",128,9.32,14.29,4.581,72.6,94.7,43.37,4.714,10.77,0.8,208.9,6
"2010-11-15 00:00:00",129,4.658,11.27,-0.949,68.08,90.5,38.86,3.62,10.06,0.37,231.4,0
"2010-11-16 00:00:00",130,6.044,14.27,0.204,68.06,86.5,40.66,2.566,7.36,0.1,190.9,0
"2010-11-17 00:00:00",131,3.017,7.61,-1.84,76.19,90.5,61.46,2.154,7.56,0.18,121.9,0
"2010-11-18 00:00:00",132,4.045,11.06,-1.668,79,95.3,52.01,2.292,8.19,0.13,279.3,0
"2010-11-19 00:00:00",133,3.428,6.833,-3.968,75.81,90.4,55.19,1.673,5.87,0.01,250.6,0
"2010-11-23 00:00:00",134,16.24,20.37,5.662,82.6,96,68.36,8.16,16.13,2.15,226.6,106
"2010-11-24 00:00:00",135,1.244,5.723,-2.934,81.2,92.9,61.63,3.671,10.44,0.58,225.7,0
"2010-11-25 00:00:00",136,1.133,5.571,-2.682,90.6,96.8,79.86,4.723,9.96,0.37,100.7,125
"2010-11-26 00:00:00",137,2.966,8.39,-3.724,89.3,97.6,63.49,4.495,10.95,0.08,281.1,51
"2010-11-27 00:00:00",138,-1.156,2.328,-5.144,74.27,84.4,59.42,5.617,11.39,2.39,255.6,0
"2010-11-28 00:00:00",139,0.182,3.238,-3.016,78.8,94.5,58.7,3.376,8.68,0.23,265.7,0
"2010-11-29 00:00:00",140,1.514,7.57,-3.38,85.1,94.2,70.63,3.34,8.04,0.38,153.3,0
"2010-11-30 00:00:00",141,6.613,10.46,1.722,85.5,96.9,72.99,4.648,11.52,0.2,151.5,73
"2010-12-01 00:00:00",142,1.68,11.19,-2.66,87.1,96.9,77.86,7.186,15.19,1.27,255.4,2
"2010-12-02 00:00:00",143,-3.441,-2.063,-6.249,83.9,90.9,76.26,5.9,12.72,0.83,263.8,0
"2010-12-03 00:00:00",144,-1.572,0.77,-5.215,83,93.1,68.14,2.679,7.34,0.05,207.9,0
"2010-12-04 00:00:00",145,-1.177,1.135,-3.948,81.9,95.7,56.87,2.008,5.04,0.05,69.45,24
"2010-12-05 00:00:00",146,-1.127,-0.666,-2.144,93.7,95.8,88.9,4.638,9.86,1.31,149.7,18
"2010-12-06 00:00:00",147,-5.908,-2.022,-11.62,86.1,91.4,73.31,5.865,10.98,2.2,311.1,0
"2010-12-07 00:00:00",148,-10.58,-7.862,-15.16,82.9,87.5,76.13,5.824,12.58,2.53,303.2,0
"2010-12-08 00:00:00",149,-10.67,-7.436,-17.44,81.8,95.1,70.72,3.56,9.23,0.21,290.1,0
"2010-12-09 00:00:00",150,-12,-6.766,-16.46,80.1,89.9,61.77,2.114,4.8,0.16,214.3,0
"2010-12-10 00:00:00",151,-6.897,0.264,-17.12,81.3,89.4,72.07,3.099,9.4,0,158,0
"2010-12-11 00:00:00",152,-0.206,3.823,-6.016,89.3,95.9,76.12,2.539,7.25,0,189.9,51
"2010-12-12 00:00:00",153,0.924,4.571,-5.772,92.7,97.2,81.5,5.381,12.85,1.32,179.8,92
"2010-12-13 00:00:00",154,-6.406,-3.157,-9.37,85.8,92.9,70.94,7.806,21.63,1.52,300,2
"2010-12-14 00:00:00",155,-12.28,-9.35,-13.9,78.15,81.8,72.47,7.43,16.97,2.43,322,0
"2010-12-15 00:00:00",156,-12.11,-7.05,-16.32,78.58,88.3,62.13,2.09,6.79,0.03,235,0
"2010-12-16 00:00:00",157,-7.668,-3.886,-16.44,80.3,92.9,63.89,3.063,7.13,0.09,103.5,8
"2010-12-17 00:00:00",158,-4.636,-3.806,-5.144,90.7,93.4,87,3.891,7.7,1.15,133.4,15
"2010-12-18 00:00:00",159,-7.495,-4.972,-12.47,87.6,92.6,81.1,3.685,8.88,0.28,267.3,0
"2010-12-19 00:00:00",160,-8.72,-2.752,-14.4,89.6,94,79.51,1.893,5.48,0.42,233.6,0
"2010-12-20 00:00:00",161,-6.484,-0.98,-15.79,92.5,96.4,86.8,1.095,3.7,0.01,174.6,0
"2010-12-21 00:00:00",162,-2.29,0.578,-5.955,93.3,95.6,89.4,3.802,8.93,0.76,99.6,6
"2010-12-22 00:00:00",163,1.204,1.843,0.569,95.6,96.7,93.6,2.372,8.28,0.02,140.5,0
"2010-12-23 00:00:00",164,-2.636,1.408,-6.828,89.1,94.6,71.62,5.302,11.12,1.42,320.1,0
"2010-12-24 00:00:00",165,-3.896,-0.179,-6.3,89.4,94.1,79.22,2.503,6.63,0.1,105.7,0
"2010-12-25 00:00:00",166,-2.206,-0.868,-4.778,93.4,96.1,87.8,2.102,4.65,0.16,75.71,24
"2010-12-26 00:00:00",167,-2.366,-1.617,-3.724,91.9,96.2,85,3.999,9.01,1.08,229.5,1
"2010-12-27 00:00:00",168,-3.55,-2.539,-6.604,86.8,91.9,81.5,4.757,10.12,1.41,285.8,0
"2010-12-28 00:00:00",169,-7.658,-5.772,-12.31,92.2,93.9,88.5,4.276,8.87,1.46,265.6,0
"2010-12-29 00:00:00",170,-7.177,-2.61,-11.38,92.8,95.5,89.7,2.785,7.72,0.75,210,0
"2010-12-30 00:00:00",171,-1.379,2.935,-9.16,95.2,97.5,89.9,3.952,9.63,0.03,164.9,4
"2010-12-31 00:00:00",172,6.538,9.88,2.754,91.6,97.4,85.1,5.809,11.4,2.03,169.8,0
"2011-01-01 00:00:00",173,11.79,14.48,8.33,91.7,96.7,86.5,6.668,18.1,1.12,180.2,12
"2011-01-02 00:00:00",174,-1.902,9.3,-7.072,76.56,90.7,60.93,6.022,12.84,1.39,265.4,0
"2011-01-03 00:00:00",175,-5.651,-1.526,-9.53,76.66,88.5,54.82,3.952,9.09,1.25,241.7,0
"2011-01-04 00:00:00",176,-1.532,4.076,-6.402,79.95,89.5,61.13,3.582,9.47,1.18,202.1,0
"2011-01-05 00:00:00",177,-3.811,-0.96,-8.78,80.8,92.2,59.96,3.633,10.25,0.02,264.6,0
"2011-01-06 00:00:00",178,-2.965,2.065,-9.41,81.6,91.7,60.63,2.834,7.63,0.02,179.3,0
"2011-01-07 00:00:00",179,-1.893,-0.038,-5.366,80.8,90.4,63.52,4.128,10.92,0.69,286.2,0
"2011-01-08 00:00:00",180,-4.482,-2.386,-7.762,81.7,89.8,71.13,4.294,12.79,0.8,298.5,0
"2011-01-09 00:00:00",181,-9.9,-6.634,-13.58,77.61,87.8,67.63,5.393,13.67,0.94,301.6,0
"2011-01-10 00:00:00",182,-8.36,-2.509,-16.2,79.97,89.3,58.15,1.404,3.42,0.03,176.3,0
"2011-01-11 00:00:00",183,-2.921,1.195,-6.776,72.37,87.3,48.77,3.871,8.81,0.92,77.89,0
"2011-01-12 00:00:00",184,-4.132,-3.016,-4.962,89.7,93.8,77.55,4.068,10.08,0.2,190.5,17
"2011-01-13 00:00:00",185,-7.175,-4.15,-10.5,88.5,91,86,7.073,13.05,3.73,289,0
"2011-01-14 00:00:00",186,-11.43,-6.97,-17.34,87.9,89.9,85.3,3.709,7.89,0.84,227.5,0
"2011-01-15 00:00:00",187,-6.313,-2.063,-11.79,87.1,91.6,77.3,2.428,5.4,0.71,205.3,0
"2011-01-16 00:00:00",188,-3.028,0.397,-7.984,82.9,89.2,78.23,4.927,9.65,1.48,290.3,0
"2011-01-17 00:00:00",189,-7.725,-3.825,-12.98,84.9,89.8,73.16,2.225,5.64,0.07,119.1,0
"2011-01-18 00:00:00",190,-0.578,2.904,-5.225,89.4,97,83.6,4.404,10.37,1.11,156,5
"2011-01-19 00:00:00",191,0.547,2.53,-2.266,96.7,97.7,94,3.677,9.18,0.64,265.2,1
"2011-01-20 00:00:00",192,-3.792,-2.084,-5.266,89.6,94.6,84.9,3.088,6.59,0.36,286.6,0
"2011-01-21 00:00:00",193,-7.869,-5.174,-13.76,87.6,92.2,74.14,4.169,10.73,1.03,192.4,6
"2011-01-22 00:00:00",194,-16.62,-13.74,-20.95,81.3,86.6,74.57,2.63,9.72,0.21,225.1,0
"2011-01-23 00:00:00",195,-9.38,-5.732,-16.45,85.5,88.6,81.9,3.613,7.79,0.44,209,0
"2011-01-24 00:00:00",196,-8.88,-5.529,-14.45,79.7,91.4,67.24,3.748,7.99,1.61,79.44,1
"2011-01-25 00:00:00",197,-3.457,0.426,-8.96,93,96.9,86.7,3.472,8.25,0.31,214.2,0
"2011-01-26 00:00:00",198,-4.8,-2.519,-10.2,93.7,95.6,91.4,1.293,4.33,0,194.9,0
"2011-01-27 00:00:00",199,-3.1,-1.922,-5.742,89.2,94.5,80.9,2.966,6.89,0.56,309.8,0
"2011-01-28 00:00:00",200,-3.3,-0.626,-6.462,90.6,94.5,85.9,4.596,9.61,1.58,249,0
"2011-01-29 00:00:00",201,-4.004,-2.386,-5.488,91.5,94.8,86.5,3.149,7.87,0.06,219.1,0
"2011-01-30 00:00:00",202,-0.913,1.984,-4.758,90.4,95.4,79.81,2.692,9.62,0.06,255.4,0
"2011-01-31 00:00:00",203,-0.967,1.914,-4.09,89.8,96.8,77.49,8.06,1000,1.17,49.37,0
"2011-02-01 00:00:00",204,-4.632,-2.711,-6.948,86.8,94.4,78.37,5.474,11.25,2.09,64.03,40
"2011-02-02 00:00:00",205,-6.586,-4.474,-7.903,92.6,94,89.4,8.87,25.36,3.39,47.4,59
"2011-02-03 00:00:00",206,-7.267,-5.306,-12.5,85.3,92.1,77.51,7.724,1000,1.98,298.1,1
"2011-02-04 00:00:00",207,-13.07,-9.55,-16.87,82.6,88,73.19,2.745,5.78,0.27,244.1,0
"2011-02-05 00:00:00",208,-8.25,-4.029,-13.37,82.6,93.1,61.29,3.157,7.69,0.28,213.2,0
"2011-02-06 00:00:00",209,-3.506,-1.01,-6.646,90.1,94.4,72.79,3.636,9.84,0.02,223.7,17
"2011-02-07 00:00:00",210,-0.365,0.892,-3.005,93.8,96.5,91.8,4.653,9.78,1.49,219.5,0
"2011-02-08 00:00:00",211,-2.492,-0.302,-7.213,85.6,94.4,72.43,4.713,9.16,1.45,301,0
"2011-02-09 00:00:00",212,-12.79,-7.202,-16.48,80.4,87.9,68.95,4.807,9.95,0.52,302.9,0
"2011-02-10 00:00:00",213,-13.53,-10.99,-18.18,77.61,82.9,70.3,4.163,7.45,1.88,270.6,0
"2011-02-11 00:00:00",214,-13.62,-6.665,-23.13,78.37,87.2,70.17,4.021,8.84,1.08,222.8,0
"2011-02-12 00:00:00",215,-4.897,0.902,-11.05,74.81,83.4,64.66,5.069,10.43,1.42,220.1,0
"2011-02-13 00:00:00",216,-0.364,2.995,-5.864,86.8,93.1,78.41,4.781,10,1.27,233.5,0
"2011-02-14 00:00:00",217,3.204,6.176,-0.656,78.86,84.8,73.7,5.733,13.57,1.85,212.9,0
"2011-02-15 00:00:00",218,3.693,6.056,-1.698,80.4,95.6,69.59,5.091,17.27,0.08,278.5,0
"2011-02-16 00:00:00",219,1.282,4.308,-2.245,82.8,96.2,70.07,3.339,7.69,0.56,136.4,0
"2011-02-17 00:00:00",220,6.982,12.5,1.792,86.9,96.9,80,2.806,8.65,0.41,180.2,0
"2011-02-18 00:00:00",221,11.7,16.87,7.085,88.3,92.6,79.05,6.746,14.65,2.3,192.6,0
"2011-02-19 00:00:00",222,7.144,13.18,1.054,67.86,92.5,39.83,3.647,11.19,0.27,289.4,0
"2011-02-20 00:00:00",223,2.966,8.65,-1.06,72.13,87.5,45.47,2.957,6.43,0.33,115.7,0
"2011-02-21 00:00:00",224,7.502,15.06,1.216,82.4,91.3,72.45,4.996,11.32,0.86,149.7,30
"2011-02-22 00:00:00",225,6.097,13.42,0.75,95.1,97.3,87.7,3.893,10.82,0.17,135,51
"2011-02-23 00:00:00",226,-0.894,0.75,-2.084,86.3,91.5,80.3,3.927,8.46,1.05,207,0
"2011-02-24 00:00:00",227,1.108,4.258,-2.104,88.4,94,81.4,3.375,8.3,0.31,143.1,15
"2011-02-25 00:00:00",228,2.559,4.178,0.193,91.8,94.9,87,5.932,15.14,1.16,101,0
"2011-02-26 00:00:00",229,0.403,1.458,-0.382,86.5,94.8,72.87,4.269,16.28,0.09,154.5,5
"2011-02-27 00:00:00",230,0.932,2.802,-0.595,92.2,97,86.3,2.387,6.4,0.05,187.3,0
"2011-02-28 00:00:00",231,6.905,13.35,1.742,95.8,97.8,88.7,3.445,13.62,0.26,167.5,81
"2011-03-01 00:00:00",232,1.042,4.894,-2.296,87.3,97.3,72.7,5.108,16.46,0.04,172.9,21
