"TOA5","WeatherNE","CR1000","16311","CR1000.Std.15","CPU:WeatherNE060314.CR1","9958","DayAvg"
"TIMESTAMP","RECORD","AirTC_Avg","AirTC_Max","AirTC_Min","RH1_Avg","RH1_Max","RH1_Min","WindSpd_Avg","WindSpd_Max","WindSpd_Min","WindDir_Avg","RAIN_Tot"
"2014-07-10 00:00:00",28,20.35,25.6,14.69,75.06,98.8,46.46,2.721,9.19,0.62,286,0
"2014-07-11 00:00:00",29,19.37,25.08,13.86,74.35,96,43.55,1.749,5.35,0.17,65.3,0
"2014-07-12 00:00:00",30,21.1,27.54,12.78,74.81,97.5,44.43,1.741,6.22,0.02,128.7,0
"2014-07-13 00:00:00",31,23.01,28.22,19.47,92.8,99.9,82.4,3.037,8.54,0,183.6,0
"2014-07-14 00:00:00",32,23.82,28.58,19.04,86.4,99,63.7,2.602,10.93,0.05,268,0
"2014-07-15 00:00:00",33,21.26,28.95,15.93,82.8,99.2,58.13,2.645,19.04,0.01,251.1,0
"2014-07-16 00:00:00",34,15.64,21.37,10.25,77.7,97.8,55.43,3.579,9.7,0.58,301.1,0
"2014-07-17 00:00:00",35,16.41,22.39,10.49,78.34,99.2,46.67,1.828,5.91,0.13,203,0
"2014-07-18 00:00:00",36,17.73,24.75,10.42,81.1,99.3,50.8,1.281,4.02,0.03,191.9,0
"2014-07-19 00:00:00",37,18.67,24.36,13.73,81.9,98,55.16,1.363,5.22,0.02,92,5
"2014-07-20 00:00:00",38,18.35,24.79,11.03,84.9,100,54.02,1.083,4.32,0,123.6,0
"2014-07-21 00:00:00",39,19.32,25.89,12.4,85.3,100,58.25,0.776,3.01,0.01,183,0
"2014-07-22 00:00:00",40,21.36,28.36,13.6,83.5,100,57.14,1.188,4.2,0.02,153.3,0
"2014-07-23 00:00:00",41,23.28,29.62,15.41,84.8,99.7,62.11,2.244,7.92,0.07,217.2,0
"2014-07-24 00:00:00",42,20.62,24.54,13.59,75.66,94.6,50.34,3.81,10.98,0.24,95.8,0
"2014-07-25 00:00:00",43,17.7,24.13,11.93,77.62,95.8,52.29,2.529,6.93,0.1,71.71,0
"2014-07-26 00:00:00",44,17.16,22.63,11.37,88.3,99.2,66.98,2.049,8.31,0.01,144.3,5
"2014-07-27 00:00:00",45,22.22,28.62,18.27,90.2,99.9,76.92,2.386,15.6,0.06,215.9,72
"2014-07-28 00:00:00",46,22.6,28.69,17.33,81.3,100,51.38,3.86,14.72,0,269.5,65
"2014-07-29 00:00:00",47,17.27,22.27,11.57,78.45,96.6,52.9,3.268,8.39,0.1,254.1,0
"2014-07-30 00:00:00",48,17.84,24.27,11.58,79.11,97.5,54.22,3.017,9.05,0.68,284,0
"2014-07-31 00:00:00",49,19.13,25.9,12.88,81.9,99.1,51.65,2.592,7.36,0.65,270.7,0
"2014-08-01 00:00:00",50,19.81,27.16,13.19,81.7,100,47.33,1.378,4.41,0,238.5,0
"2014-08-02 00:00:00",51,19.68,27.29,14.15,86.3,99.2,56.54,1.356,1000,0,198.5,0
"2014-08-03 00:00:00",52,19.99,26.53,13.05,81.7,98.9,49.2,1.342,4.55,0.02,162.1,0
"2014-08-04 00:00:00",53,21.1,28.36,13.81,81.3,99.5,50.21,1.095,4.53,0.01,232.5,0
"2014-08-05 00:00:00",54,21.77,28.89,13.97,81.5,99.8,55.04,1.411,4.83,0,208.9,0
"2014-08-06 00:00:00",55,22.2,26.97,17.85,85.9,98.8,66.26,1.942,5.93,0.07,186.9,0
"2014-08-07 00:00:00",56,20.53,24.06,17.35,90,99.2,73.62,1.424,4.4,0.05,104.5,0
"2014-08-08 00:00:00",57,19.5,23.1,15.51,89.3,96.4,81.6,2.487,7.12,0.59,105.5,0
"2014-08-09 00:00:00",58,19.38,22.49,16.89,90.2,96.6,72.44,2.894,7.66,0.33,97.1,0
"2014-08-10 00:00:00",59,21.1,25.11,17.39,82.7,92.1,74.64,2.429,7.32,0.27,59.47,0
"2014-08-11 00:00:00",60,21.46,26.66,18.07,90.4,99.7,78.47,1.548,4.5,0.04,99,0
"2014-08-12 00:00:00",61,21.59,27.32,17.7,89.3,99.8,64.33,2.455,10.98,0.02,279.2,0
"2014-08-13 00:00:00",62,18,21.85,15.86,84.8,98.5,62.66,3.309,10.38,0.06,266.6,0
"2014-08-14 00:00:00",63,19.41,25.56,12.4,76.79,98.5,46.92,2.417,1000,0.29,285.6,0
"2014-08-15 00:00:00",64,19.64,26.02,11.83,79.21,96,49.91,2.263,7.08,0.03,168.2,0
"2014-08-16 00:00:00",65,16.9,23.31,8.69,80.7,98.8,49.31,1.352,4.09,0.01,115.2,0
"2014-08-17 00:00:00",66,20.38,24.93,16.35,91.1,97.6,77.32,2.217,6.26,0.19,185.1,0
"2014-08-18 00:00:00",67,21,25.54,17.98,91.9,99.1,78.01,2.36,6.05,0.3,75.08,0
"2014-08-19 00:00:00",68,21.18,27.86,17.48,92,100,64.75,1.612,5.23,0.06,145.3,0
"2014-08-20 00:00:00",69,22.37,29.18,16.42,89.7,100,70.42,2.38,10.28,0.02,233.2,0
"2014-08-21 00:00:00",70,21.1,26.42,15.66,94.3,100,75.93,1.963,7.25,0.14,227.3,0
"2014-08-22 00:00:00",71,25.29,31.48,19.92,88.6,99,68.82,6.488,1000,0.27,225.4,0
"2014-08-23 00:00:00",72,24.06,28.29,21.53,93,99.5,74.86,4.432,1000,0,157.6,0
"2014-08-24 00:00:00",73,22.96,30.79,20.24,96.8,100,73.73,10.83,1000,0.06,113,0
"2014-08-25 00:00:00",74,24.8,30.78,19.23,92.2,100,75.52,40.58,1000,0.1,154.9,0
"2014-08-26 00:00:00",75,25.16,33.51,18.5,88.1,100,63.23,10.71,1000,0,180,0
"2014-08-27 00:00:00",76,24,31.76,17.4,87.2,100,64.55,1.913,10.34,0.01,212.7,0
"2014-08-28 00:00:00",77,22.94,29.62,18.13,88.4,99.5,66.82,1.619,5.2,0.03,107.9,0
"2014-08-29 00:00:00",78,22.14,28.11,17.25,86.8,98.7,65.33,1.856,8.86,0.12,95.6,0
"2014-08-30 00:00:00",79,23.9,30.29,19.98,89.1,99.3,63.85,4.983,1000,0.13,154,0
"2014-08-31 00:00:00",80,23.84,28.5,20.82,88.7,98.2,72.59,3.368,9.82,0.59,197.5,0
"2014-09-01 00:00:00",81,23.79,29.13,20.71,90.2,99.9,68.65,2.09,6.68,0.07,199.5,0
"2014-09-02 00:00:00",82,23.02,27.99,19.3,87.7,100,61.18,3.587,11.41,0.33,215.3,0
"2014-09-03 00:00:00",83,21.11,26.56,17.04,91.8,100,68.81,2.145,6.75,0.15,237.2,0
"2014-09-04 00:00:00",84,21.86,28.52,15.61,83.1,100,51.31,1.859,5.15,0.03,213.1,0
"2014-09-05 00:00:00",85,23.8,31.02,17.07,87.3,99.6,69.01,2.639,9.25,0.09,188.4,0
"2014-09-06 00:00:00",86,25.13,33.3,16.99,84.4,100,55.09,2.828,12.79,0.14,222.8,4
"2014-09-07 00:00:00",87,17.49,23.37,12.45,84,97.9,51.81,2.551,6.44,0.48,203.7,0
"2014-09-08 00:00:00",88,16.52,24.3,9.17,76.01,98.7,43.31,1.57,5.75,0.14,79.93,0
"2014-09-09 00:00:00",89,17.75,25.72,9.52,75.69,99,40.52,1.658,5.81,0.01,134.2,0
"2014-09-10 00:00:00",90,17.37,21.04,12.51,93.4,99.2,77.49,2.218,9.38,0,153.3,0
"2014-09-11 00:00:00",91,21.1,25.15,16.61,95.6,100,88.5,4.162,12.09,0.81,219.8,0
"2014-09-12 00:00:00",92,12.46,16.61,10.3,90.6,97.2,84.3,3.127,7.34,0.38,167.8,0
"2014-09-13 00:00:00",93,11.38,15.08,7.5,86,98,70.14,3.103,10.75,0.27,134.6,0
"2014-09-14 00:00:00",94,9.17,15.71,3.917,80.3,98.4,48.75,2.437,8.6,0.02,167.2,0
"2014-09-15 00:00:00",95,11.72,20.36,4.108,77.12,99,41.34,1.28,4.7,0.04,147.9,0
"2014-09-16 00:00:00",96,11.94,15.15,6.854,96.9,100,76.31,1.913,12.63,0.02,198.1,0
"2014-09-17 00:00:00",97,13.01,19.31,6.442,84,99.6,50.79,1.537,5.22,0.01,166.8,0
"2014-09-18 00:00:00",98,13.06,21.39,5.805,83.9,100,52.67,1.359,4.86,0.02,213.3,0
"2014-09-19 00:00:00",99,15.05,22.77,7.086,72.49,100,33.16,1.965,7.38,0.01,95.1,0
"2014-09-20 00:00:00",100,15.85,24.13,8.58,72.84,97,35.24,2.604,8.56,0.68,131.9,0
"2014-09-21 00:00:00",101,19.03,28.75,9.81,88.5,99.7,58.36,2.753,11.93,0,207.2,0
"2014-09-22 00:00:00",102,17.02,21.66,10.22,77.11,99.7,47.57,4.167,11.91,0.59,277.6,0
"2014-09-23 00:00:00",103,12.76,20.33,7.309,76.81,100,39.18,1.683,5.64,0.03,175.4,0
"2014-09-24 00:00:00",104,13.88,22.97,4.997,74.76,99.4,35.38,1.378,5.55,0.01,108.9,0
"2014-09-25 00:00:00",105,15.11,24.23,7.44,74.21,98.9,32.34,1.949,6.49,0.11,114.3,0
"2014-09-26 00:00:00",106,16.21,25.91,8.51,77.66,99.1,39.44,0.985,5.92,0,117.5,0
"2014-09-27 00:00:00",107,18.43,27.41,10.52,69.81,98.2,30.04,1.355,5.1,0.02,79.11,0
"2014-09-28 00:00:00",108,19.39,27.92,12.54,68.38,92.8,31.92,1.645,6.04,0.04,79.02,0
"2014-09-29 00:00:00",109,18.86,27.85,10.22,69.29,98.9,33.25,1.208,5.36,0.05,123.3,0
"2014-09-30 00:00:00",110,19.18,28.5,10.69,71.66,97.7,38.29,1.353,5.46,0.02,209.1,0
"2014-10-01 00:00:00",111,15.34,21.79,9.71,80.8,99.4,57.73,2.687,6.66,0.22,62.31,0
"2014-10-02 00:00:00",112,17.87,27.86,8.17,75.34,98.1,43.45,2.406,7.01,0.12,130.7,0
"2014-10-03 00:00:00",113,19.44,23.76,17.19,94.4,100,77.72,3.29,11.68,0.19,174,0
"2014-10-04 00:00:00",114,12.23,18.06,6.028,87,100,64.16,5.013,13.36,0.56,270.6,0
"2014-10-05 00:00:00",115,5.742,9.44,2.309,74.15,94.6,58.6,4.239,11.63,0.4,264.9,0
"2014-10-06 00:00:00",116,8.51,16.73,0.6,77.31,98.3,49.49,1.787,7.54,0.06,197.6,0
"2014-10-07 00:00:00",117,11.53,18.53,4.916,79.28,99.8,44.78,3.015,12.19,0.22,235.6,0
"2014-10-08 00:00:00",118,13.75,22.15,6.31,79.83,99.8,42.2,2.883,9.62,0.03,240.1,0
"2014-10-09 00:00:00",119,11.51,20.08,4.814,71.1,97.3,34.3,2.557,8.98,0.14,273.2,0
"2014-10-10 00:00:00",120,11.73,13.55,8.39,90.4,97.5,68.92,1.073,7.15,0.02,132.9,0
"2014-10-11 00:00:00",121,10.2,13.04,7.157,68.65,96.1,47.64,2.497,6.6,0.4,54.16,0
"2014-10-12 00:00:00",122,8.51,15.68,3.299,74.14,92.6,41.75,2.121,6.45,0.38,63.23,0
"2014-10-13 00:00:00",123,10.17,15.56,3.159,91.1,100,69.18,2.745,6.9,0.47,118.7,0
"2014-10-14 00:00:00",124,17.53,21.64,14.68,97,100,83.5,3.789,12.43,0.02,149.9,0
"2014-10-15 00:00:00",125,14.39,17.33,12.04,94.2,100,74.93,3.092,10.07,0.2,176,0
"2014-10-16 00:00:00",126,11.26,12.34,10.52,99.3,100,96,2.726,7.61,0.14,256.9,0
"2014-10-17 00:00:00",127,11.85,14.57,9.52,94.8,100,83.8,2.412,5.8,0.29,247.1,0
"2014-10-18 00:00:00",128,12.34,16.62,7.45,80.4,100,63.18,3.873,10.92,0.37,275.5,0
"2014-10-19 00:00:00",129,9.35,11.75,7.097,82.2,92.8,67.08,3.243,9.4,0.42,289.4,0
"2014-10-20 00:00:00",130,7.384,14.19,-0.3,88.6,100,59.51,1.878,7.73,0.15,208.7,0
"2014-10-21 00:00:00",131,12.96,20.32,6.491,75.24,98.2,46.62,2.928,9.28,0.31,240.6,0
"2014-10-22 00:00:00",132,9.87,15.26,5.604,77.51,100,43.71,2.703,7.5,0.29,146,0
"2014-10-23 00:00:00",133,7.143,15.13,1.541,77.41,96.8,45.03,1.547,5.72,0.03,84,0
"2014-10-24 00:00:00",134,7.749,15.68,-0.532,83.7,100,54.7,1.567,5.85,0,165.8,0
"2014-10-25 00:00:00",135,12.28,20.52,6.733,89.5,100,58.41,1.592,7,0.02,215.9,2
"2014-10-26 00:00:00",136,15.34,25.31,7.542,73.23,100,32.43,2.583,6.63,0.34,279.7,0
"2014-10-27 00:00:00",137,13.09,20.72,4.189,49.04,83.2,20.06,2.014,5.18,0.07,155.9,0
"2014-10-28 00:00:00",138,19.09,24.45,10.91,67,97.8,41.71,3.898,10.55,0.39,194.8,0
"2014-10-29 00:00:00",139,12.71,18.93,2.956,72.25,98.5,42.56,3.797,11,0.51,263.1,41
"2014-10-30 00:00:00",140,4.975,10.89,-0.34,79.72,97.5,55.44,2.603,9.01,0.06,281.9,0
"2014-10-31 00:00:00",141,5.523,13.8,-2.284,86.5,99.8,49.84,1.386,5.62,0.01,237,6
"2014-11-01 00:00:00",142,3.827,7.066,0.358,70.24,98,52.15,6.526,18.77,0.45,320.5,0
"2014-11-02 00:00:00",143,2.112,8.48,-4.524,67.57,95.3,41.27,3.617,9.53,0.14,159.2,0
"2014-11-03 00:00:00",144,3.595,12.01,-6.399,66.68,98,32.11,2.904,9,0.04,162.3,0
"2014-11-04 00:00:00",145,10.95,19.09,3.714,52.52,69.55,36.17,4.254,11.45,0.63,199.6,0
"2014-11-05 00:00:00",146,8.28,12.36,3.987,88.9,99.6,53.4,3.559,9.84,0.66,240.9,40
"2014-11-06 00:00:00",147,7.496,15.66,2.33,85.7,100,42.7,2.297,7.73,0.27,214.7,0
"2014-11-07 00:00:00",148,5.7,8.63,1.804,80.4,97,63.84,5.746,14.9,0.31,294.9,0
"2014-11-08 00:00:00",149,3.16,8.39,-3.044,76.35,94.7,57.09,2.226,6.27,0.02,231,0
"2014-11-09 00:00:00",150,4.202,8.43,-1.312,79.57,93.2,59.5,3.553,12.94,0.54,267.3,0
"2014-11-10 00:00:00",151,3.396,12.36,-3.408,80.3,96.7,48.46,2.688,10.83,0.2,211.6,0
"2014-11-11 00:00:00",152,9.84,17.48,3.866,75.83,94.6,50.91,4.97,14.34,0.41,177.7,0
"2014-11-12 00:00:00",153,3.744,10.18,0.126,87,96.2,74.76,5.228,12.98,0.45,264.1,5
"2014-11-13 00:00:00",154,-2.666,0.155,-5.73,74.77,83.7,65.96,4.219,8.66,1.16,304.5,0
"2014-11-14 00:00:00",155,-4.971,-2.122,-9.04,79.49,95.5,59.99,3.921,9.02,1.03,293.4,0
"2014-11-15 00:00:00",156,-6.148,-1.282,-9.63,80,95.2,56.95,2.361,6.47,0.02,275.7,0
"2014-11-16 00:00:00",157,-4.163,2.198,-11.22,79.15,94.9,49.62,1.455,5.44,0.04,201.8,0
"2014-11-17 00:00:00",158,-1.839,0.711,-4.656,93.8,98.4,77.52,1.846,8.6,0.05,224.7,0
"2014-11-18 00:00:00",159,-8.01,-4.646,-11.66,76.73,89.8,58.28,6.633,15.39,2,286.5,0
"2014-11-19 00:00:00",160,-10.81,-7.556,-13.39,78.64,88.9,65.34,4.594,13.35,0.48,247.5,0
"2014-11-20 00:00:00",161,-3.656,1.986,-10.75,74.83,86.6,64.11,6.62,1000,1.26,245.2,0
"2014-11-21 00:00:00",162,-5.147,-0.32,-9.85,68.14,89.2,47.48,3.998,11.52,0.67,279.4,0
"2014-11-22 00:00:00",163,-4.169,1.783,-13.78,62.1,87.7,37.85,3.708,8.82,0.41,147.1,0
"2014-11-23 00:00:00",164,7.153,13.39,0.165,88.1,99.1,71.38,3.777,11.61,0.38,197.7,0
"2014-11-24 00:00:00",165,9.38,12.03,7.118,94.7,100,84.8,4.139,10.98,0.45,166,0
"2014-11-25 00:00:00",166,2.983,10.85,-0.644,91.7,100,79.74,6.67,17.28,0.09,253.1,0
"2014-11-26 00:00:00",167,-3.145,-0.522,-6.156,85.8,96.2,78.84,3.908,10.53,0.04,249.4,0
"2014-11-27 00:00:00",168,-4.267,-1.697,-8.31,92.1,96.7,83.8,2.742,6.52,0.82,85.9,0
"2014-11-28 00:00:00",169,-5.323,-2.284,-12.45,88,94.5,78.5,4.314,10.38,0.12,288.9,0
"2014-11-29 00:00:00",170,-2.481,3.482,-11.21,86.1,94.3,76.39,4.201,12.25,0.28,177.6,0
"2014-11-30 00:00:00",171,6.315,11.22,0.135,89.8,98.7,80.8,4.547,12.9,0.8,196.2,0
"2014-12-01 00:00:00",172,8.3,18.13,-1.069,93.2,100,78.09,5.135,14.16,0.98,254.8,0
"2014-12-02 00:00:00",173,-3.924,-0.766,-6.44,70.97,88.8,43.05,5.181,11.76,1.72,132,0
"2014-12-03 00:00:00",174,-2.181,0.003,-5.172,88.2,96.1,83.5,3.012,6.76,0.29,165,0
"2014-12-04 00:00:00",175,-0.626,4.734,-3.439,81.2,98.4,52.51,2.681,6.94,0.37,251,0
"2014-12-05 00:00:00",176,-1.496,0.226,-5.284,91.3,100,71.29,2.781,5.73,0.54,85.3,0
"2014-12-06 00:00:00",177,2.181,3.896,0.126,100,100,99.9,2.796,7.66,1,77.01,0
"2014-12-07 00:00:00",178,1.696,3.784,-2.314,93.3,100,82,4.134,9.23,1.09,85.1,0
"2014-12-08 00:00:00",179,-1.041,1.884,-3.723,92.8,97.9,84.2,3.081,8.37,0.6,97.1,0
"2014-12-09 00:00:00",180,1.564,3.966,-1.13,97,100,89.3,3.094,10.66,0.35,225.9,0
"2014-12-10 00:00:00",181,0.726,3.179,-0.886,94.6,99.3,85.5,4.931,10.6,1.34,301.5,0
"2014-12-11 00:00:00",182,0.219,1.277,-0.654,84.7,91.1,79.32,3.147,6.78,0.91,217.8,0
"2014-12-12 00:00:00",183,-2.179,-0.422,-6.217,86.6,98.3,80.3,2.364,5.97,0.13,281.4,0
"2014-12-13 00:00:00",184,-0.79,2.39,-6.358,95.5,99.8,90.3,1.823,6.07,0,256.3,0
"2014-12-14 00:00:00",185,4.935,9.62,-0.016,93.6,98.7,80.9,1.683,4.87,0.04,214.5,0
"2014-12-15 00:00:00",186,6.8,8.37,5.805,99.5,100,96.7,3.076,8.2,0.05,180.3,0
"2014-12-16 00:00:00",187,6.257,7.076,5.098,100,100,100,5.256,10.85,0.72,158.2,0
"2014-12-17 00:00:00",188,2.005,7.178,-3.48,96.5,100,90.1,7.106,15.2,0.76,275.8,0
"2014-12-18 00:00:00",189,-4.923,-3.338,-6.258,87.9,91.8,80.8,3.786,9.33,0.04,290.6,0
"2014-12-19 00:00:00",190,-3.759,-2.405,-6.095,87.8,95.1,80.9,1.241,3.66,0.01,216.1,0
"2014-12-20 00:00:00",191,-4.073,1.268,-8.55,89.9,98.7,71.94,1.083,3.95,0.01,163.8,0
"2014-12-21 00:00:00",192,-2.049,0.994,-5.334,92.6,99.8,77.65,1.727,4.61,0,143.4,0
"2014-12-22 00:00:00",193,0.054,4.047,-1.828,89.9,96.1,75.46,3.362,7.16,0.49,154.6,0
"2014-12-23 00:00:00",194,3.064,8.07,-1.738,97.7,100,91.9,5.376,12.28,1.51,133.6,0
"2014-12-24 00:00:00",195,6.734,8.79,3.412,96.3,100,83,2.305,8.63,0.07,201.5,0
"2014-12-25 00:00:00",196,2.711,5.744,1.116,98,100,94.9,4.289,10.04,0.39,257.4,0
"2014-12-26 00:00:00",197,2.794,6.895,0.327,89.4,97.2,77.82,4.312,9.75,0.25,210.9,0
"2014-12-27 00:00:00",198,5.286,11.19,0.084,92,97.5,78.3,3.528,9.12,0.49,192.4,0
"2014-12-28 00:00:00",199,4.439,8.5,-1.576,96.8,100,88.2,4.419,12.44,0.82,252.2,0
"2014-12-29 00:00:00",200,-2.85,-0.604,-5.75,84.5,96.7,61.37,2.503,7.34,0.05,248.8,0
"2014-12-30 00:00:00",201,-2.66,2.168,-7.232,84.2,100,62.02,2.276,5.92,0.3,59.37,0
"2014-12-31 00:00:00",202,-6.773,-3.338,-10.87,74.69,93.1,52.26,4.389,8.65,0.69,266,0
"2015-01-01 00:00:00",203,-9.68,-5.71,-13.63,68.26,81.2,48.5,3.91,8.41,0.55,262.6,0
"2015-01-02 00:00:00",204,-5.219,-0.138,-9.38,74.53,89.2,50.18,3.702,11.35,0.48,241.6,0
"2015-01-03 00:00:00",205,-1.564,3.229,-6.988,82.5,98.2,58.26,1.88,4.56,0.03,198.9,0
"2015-01-04 00:00:00",206,1.555,4.088,0.074,99.9,100,98.2,2.146,5.69,0.05,174.6,0
"2015-01-05 00:00:00",207,-4.948,0.954,-13.1,97.4,100,88.8,8.66,1000,0.05,281.3,0
"2015-01-06 00:00:00",208,-13.36,-10.64,-17.09,86.1,94.3,79.22,4.131,10.36,0.29,241.2,0
"2015-01-07 00:00:00",209,-11.75,-10.64,-13.55,88.8,94.4,80.2,3.887,12.36,0.84,200.3,0
"2015-01-08 00:00:00",210,-17.05,-10.87,-21.93,76.35,90.5,69.2,7.302,1000,0.77,308.4,0
"2015-01-09 00:00:00",211,-14.52,-4.777,-22.58,78.12,85.7,65.18,6.124,1000,0.31,224.7,0
"2015-01-10 00:00:00",212,-14.24,-9.07,-18.97,76.46,87.9,66.35,6.618,13.67,1.42,286.7,0
"2015-01-11 00:00:00",213,-11.2,-4.766,-20.97,75.76,88.3,60.31,3.978,11.51,0.29,204.4,0
"2015-01-12 00:00:00",214,-1.796,0.044,-5.224,84.7,100,70.38,2.584,6.7,0.13,193.9,0
"2015-01-13 00:00:00",215,-5.652,-0.249,-11.94,90.8,100,79.1,5.358,11.03,0.23,240.4,0
"2015-01-14 00:00:00",216,-12.66,-9.2,-17.32,88,92.3,85,3.701,7.78,0.9,46.58,0
"2015-01-15 00:00:00",217,-12.47,-7.617,-20.54,88.6,95.3,80.5,1.424,4.48,0.02,189.9,0
"2015-01-16 00:00:00",218,-5.006,2.067,-13.61,87.8,97.3,73.68,2.63,7.15,0.45,230.3,0
"2015-01-17 00:00:00",219,-1.769,3.138,-7.972,92.6,99.3,82,2.507,7.01,0.26,205.3,0
"2015-01-18 00:00:00",220,2.723,7.692,-0.684,89.1,95.3,78.2,4.48,11.43,0.77,211,0
"2015-01-19 00:00:00",221,1.739,5.764,-2.892,89,99,73.57,4.25,12.76,0.32,268.3,0
"2015-01-20 00:00:00",222,1.256,7.036,-4.158,91.2,98.9,71.93,1.618,4.74,0.04,114,0
"2015-01-21 00:00:00",223,1.721,6.37,-1.515,94,99.4,83.7,2.829,8.83,0.33,260,0
"2015-01-22 00:00:00",224,0.587,2.128,-2.102,94.8,100,85.8,3.923,10.31,0.33,259.9,0
"2015-01-23 00:00:00",225,0.33,2.734,-0.665,90.3,100,74.16,1.394,4.29,0,171.9,0
"2015-01-24 00:00:00",226,-1.295,-0.016,-4.493,88.9,97.8,77.14,1.725,5.84,0,228.7,0
"2015-01-25 00:00:00",227,0.85,6.875,-3.692,90.9,98.2,75.5,3.167,8.88,0.37,252.3,0
"2015-01-26 00:00:00",228,0.237,2.664,-3.014,95.6,99.6,89.1,4.141,14.01,0.06,82.3,0
"2015-01-27 00:00:00",229,-3.326,-1.91,-4.838,91.5,99.9,82.7,2.946,8.06,0.45,201.9,0
"2015-01-28 00:00:00",230,-2.493,-1.018,-7.506,95.1,100,84.9,2.867,1000,0,103.3,0
"2015-01-29 00:00:00",231,-2.273,2.168,-8.31,83.9,97.6,71.83,4.849,11,0.29,147.8,0
"2015-01-30 00:00:00",232,1.67,4.754,0.266,87.2,94.5,76.82,6.004,13.87,1.33,275.3,0
"2015-01-31 00:00:00",233,-2.474,0.55,-5.973,74.95,94.2,55.77,3.223,11.87,0.03,215.4,0
"2015-02-01 00:00:00",234,-1.077,3.471,-6.541,89.8,100,71.46,2.462,6.9,0.38,205.3,0
"2015-02-02 00:00:00",235,-1.036,0.813,-8.96,98.5,100,89.8,4.8,15.22,0.06,171.3,0
"2015-02-03 00:00:00",236,-10.49,-8.17,-12.55,84.8,95.2,75.16,5.257,15.39,0.22,290.3,0
